year,month,sst
2012,1,5.653
2012,2,5.325
2012,3,5.049
2012,4,6.276
2012,5,6.582
2012,6,8.888
2012,7,10.505
2012,8,12.72
2012,9,11.611
2012,10,9.483
2012,11,7.842
2012,12,6.589
2013,1,6.246
2013,2,5.397
2013,3,4.971
2013,4,5.513
2013,5,6.675
2013,6,11.297
2013,7,14.534
2013,8,14.916
2013,9,13.374
2013,10,11.093
2013,11,8.933
2013,12,6.638
2014,1,6.273
2014,2,5.746
2014,3,5.714
2014,4,5.645
2014,5,8.469
2014,6,10.407
2014,7,13.29
2014,8,14.343
2014,9,13.794
2014,10,11.169
2014,11,10.177
2014,12,8.575
2015,1,7.455
2015,2,6.697
2015,3,6.751
2015,4,7.204
2015,5,9.244
2015,6,11.923
2015,7,14.181
2015,8,15.064
2015,9,12.481
2015,10,10.679
2015,11,9.641
2015,12,7.954
2016,1,7.518
2016,2,7.207
2016,3,7.306
2016,4,7.692
2016,5,9.81
2016,6,13.268
2016,7,15.079
2016,8,14.526
2016,9,13.884
2016,10,11.286
2016,11,9.518
2016,12,8.128
2017,1,6.898
2017,2,6.156
2017,3,5.467
2017,4,6.299
2017,5,7.977
2017,6,10.922
2017,7,13.861
2017,8,14.907
2017,9,12.708
2017,10,10.565
2017,11,8.043
2017,12,7.359
2018,1,6.649
2018,2,6.028
2018,3,5.812
2018,4,6.319
2018,5,8.332
2018,6,10.729
2018,7,13.335
2018,8,14.249
2018,9,14.361
2018,10,11.658
2018,11,9.481
2018,12,8.742
2019,1,7.528
2019,2,6.846
2019,3,6.518
2019,4,6.892
2019,5,9.061
2019,6,12.174
2019,7,15.657
2019,8,15.918
2019,9,14.285
2019,10,10.546
2019,11,8.739
2019,12,8.137
2020,1,6.739
2020,2,5.918
2020,3,5.356
2020,4,5.967
2020,5,7.94
2020,6,10.872
2020,7,14.32
2020,8,14.069
2020,9,13.082
2020,10,10.678
2020,11,8.739
2020,12,7.2
2021,1,7.112
2021,2,6.014
2021,3,5.4
2021,4,5.945
2021,5,7.527
2021,6,10.234
2021,7,12.63
2021,8,14.315
2021,9,12.89
2021,10,9.846
2021,11,8.405
2021,12,7.061
2022,1,5.704
2022,2,5.404
2022,3,5.373
2022,4,6.148
2022,5,8.237
2022,6,12.78
2022,7,13.98
2022,8,14.452
2022,9,13.558
2022,10,10.901
2022,11,8.324
2022,12,7.019
2023,1,6.051
2023,2,5.741
2023,3,5.33
2023,4,5.948
2023,5,7.779
2023,6,10.105
2023,7,13.417
2023,8,14.865
2023,9,13.195
2023,10,10.986
2023,11,9.229
2023,12,8.0
2024,1,7.178
2024,2,6.408
2024,3,6.145
2024,4,6.861
2024,5,8.285
2024,6,10.346
2024,7,13.57
2024,8,14.765
2024,9,12.837
2024,10,10.173
2024,11,8.363
2024,12,7.574
2025,1,6.196
2025,2,5.543
2025,3,5.363
2025,4,5.805
2025,5,7.737
2025,6,10.526
2025,7,12.905
2025,8,13.575
2025,9,12.299
2025,10,9.99
2025,11,8.054
2025,12,6.93
2026,1,6.196
2026,2,5.543
2026,3,5.363
2026,4,5.805
2026,5,7.737
2026,6,10.526
2026,7,12.905
2026,8,13.575
2026,9,12.299
2026,10,9.99
2026,11,8.054
2026,12,6.93
2027,1,6.196
2027,2,5.543
2027,3,5.363
2027,4,5.805
2027,5,7.737
2027,6,10.526
2027,7,12.905
2027,8,13.575
2027,9,12.299
2027,10,9.99
2027,11,8.054
2027,12,6.93
2028,1,6.254
2028,2,5.695
2028,3,5.626
2028,4,5.685
2028,5,8.286
2028,6,10.437
2028,7,14.819
2028,8,15.808
2028,9,12.572
2028,10,11.024
2028,11,10.435
2028,12,8.466
2029,1,8.084
2029,2,7.274
2029,3,7.445
2029,4,7.903
2029,5,9.998
2029,6,12.621
2029,7,14.535
2029,8,14.288
2029,9,13.488
2029,10,10.962
2029,11,9.152
2029,12,7.829
2030,1,6.196
2030,2,5.543
2030,3,5.363
2030,4,5.805
2030,5,7.737
2030,6,10.526
2030,7,12.905
2030,8,13.575
2030,9,12.299
2030,10,9.99
2030,11,8.054
2030,12,6.93
2031,1,6.196
2031,2,5.543
2031,3,5.363
2031,4,5.805
2031,5,7.737
2031,6,10.526
2031,7,12.905
2031,8,13.575
2031,9,12.299
2031,10,9.99
2031,11,8.054
2031,12,6.93
2032,1,6.196
2032,2,5.543
2032,3,5.363
2032,4,5.805
2032,5,7.737
2032,6,10.526
2032,7,12.905
2032,8,13.575
2032,9,12.299
2032,10,9.99
2032,11,8.054
2032,12,6.93
2033,1,6.254
2033,2,5.695
2033,3,5.626
2033,4,5.685
2033,5,8.286
2033,6,10.437
2033,7,14.819
2033,8,15.808
2033,9,12.572
2033,10,11.024
2033,11,10.435
2033,12,8.466
2034,1,8.084
2034,2,7.274
2034,3,7.445
2034,4,7.903
2034,5,9.998
2034,6,12.621
2034,7,14.535
2034,8,14.288
2034,9,13.488
2034,10,10.962
2034,11,9.152
2034,12,7.829
2035,1,6.196
2035,2,5.543
2035,3,5.363
2035,4,5.805
2035,5,7.737
2035,6,10.526
2035,7,12.905
2035,8,13.575
2035,9,12.299
2035,10,9.99
2035,11,8.054
2035,12,6.93
2036,1,6.196
2036,2,5.543
2036,3,5.363
2036,4,5.805
2036,5,7.737
2036,6,10.526
2036,7,12.905
2036,8,13.575
2036,9,12.299
2036,10,9.99
2036,11,8.054
2036,12,6.93
2037,1,6.196
2037,2,5.543
2037,3,5.363
2037,4,5.805
2037,5,7.737
2037,6,10.526
2037,7,12.905
2037,8,13.575
2037,9,12.299
2037,10,9.99
2037,11,8.054
2037,12,6.93
2038,1,6.254
2038,2,5.695
2038,3,5.626
2038,4,5.685
2038,5,8.286
2038,6,10.437
2038,7,14.819
2038,8,15.808
2038,9,12.572
2038,10,11.024
2038,11,10.435
2038,12,8.466
2039,1,8.084
2039,2,7.274
2039,3,7.445
2039,4,7.903
2039,5,9.998
2039,6,12.621
