name,lat,lon,region,tortuosity_ratio,horizon_exposure,enclosedness_rays,enclosedness_combined,flushing_rate
BC-N-025,52.9089,-129.2651,BC-N,1.1985566984870524,0.19444444444444445,0.8055555555555556,0.4524169523995409,0.4516389466523535
BC-N-033,52.4292,-131.6382,BC-N,2.024806514094364,0.4444444444444444,0.5555555555555556,0.5339794063013688,0.3888358571479461
BC-N-001,54.7912,-130.3143,BC-N,1.3225354927672535,0.027777777777777776,0.9722222222222222,0.5667449843029244,0.36360636208674824
AK-FS-036,55.2729,-131.0559,AK-FS,1.5177897877581885,0.027777777777777776,0.9722222222222222,0.6155585580506582,0.32601991030099325
AK-FS-046,54.8829,-131.4459,AK-FS,1.235536123027424,0.3055555555555556,0.6944444444444444,0.4061062529790782,0.48729818520610985
AK-FS-043,55.0689,-131.2866,AK-FS,1.4263903276187961,0.05555555555555555,0.9444444444444444,0.5788198041269212,0.35430875082227065
AK-FS-047,54.8766,-132.4567,AK-FS,1.609609731186842,0.18055555555555555,0.8194444444444444,0.5621246550189327,0.36716401563542184
AK-FS-044,54.9934,-132.8137,AK-FS,1.9926700163553508,0.0,1.0,0.7481675040888377,0.22391102185159498
AK-FS-048,54.6675,-132.7423,AK-FS,1.2568390676910353,0.5555555555555556,0.4444444444444444,0.286431989144981,0.5794473683583646
AK-OC-027,55.276,-133.5278,AK-OC,1.5817535318786342,0.20833333333333334,0.7916666666666666,0.5412717163029919,0.3832207784466963
BC-N-002,54.588,-131.0504,BC-N,1.1363049321954142,0.2638888888888889,0.7361111111111112,0.4021317886044091,0.490358522774605
AK-FS-024,55.6435,-133.4729,AK-FS,1.8455287182262758,0.19444444444444445,0.8055555555555556,0.6141599573343468,0.327096832852553
AK-OC-026,55.429,-133.7201,AK-OC,1.5426428538796813,0.3333333333333333,0.6666666666666667,0.4689940468032537,0.43887458396149476
AK-OC-021,55.947661905375085,-133.54431152343753,AK-OC,1.5518425118117316,0.08333333333333333,0.9166666666666666,0.5962939612862662,0.34085364980957505
AK-FS-038,55.2071,-131.7096,AK-FS,1.6228131338541647,0.0,1.0,0.6557032834635412,0.29510847173307325
AK-FS-042,55.0799,-131.6382,AK-FS,1.3712261080197892,0.1111111111111111,0.8888888888888888,0.5372509714493917,0.3863167519839684
AK-FS-037,55.2102,-131.8442,AK-FS,1.5953848476295074,0.1388888888888889,0.8611111111111112,0.5794017674629324,0.3538606390535421
AK-FS-020,55.91766029399856,-131.1643981933594,AK-FS,1.84301049997771,0.0,1.0,0.7107526249944275,0.2527204787542909
AK-FS-033,55.4072,-130.957,AK-FS,1.6729388050507648,0.013888888888888888,0.9861111111111112,0.6612902568182468,0.29080650224994997
AK-FS-019,55.98455508140472,-132.08862304687503,AK-FS,1.7700357806396094,0.0,1.0,0.6925089451599024,0.2667681122268752
AK-FS-034,55.3526,-132.1326,AK-FS,1.9296527123906078,0.0,1.0,0.7324131780976519,0.236041852864808
AK-FS-021,55.8244,-132.2369,AK-FS,1.7089796133346222,0.041666666666666664,0.9583333333333334,0.6564115700003222,0.2945630910997519
AK-FS-026,55.5783,-131.8552,AK-FS,1.7523192468549467,0.013888888888888888,0.9861111111111112,0.6811353672692922,0.275525767202645
AK-FS-030,55.4399,-133.4015,AK-FS,1.902734866581973,0.041666666666666664,0.9583333333333334,0.70485038331216,0.25726520484963683
AK-FS-039,55.1898,-133.0362,AK-FS,2.1995768686940886,0.0,1.0,0.7998942171735222,0.18408145277638793
AK-FS-040,55.1616,-132.627,AK-FS,2.5470668717688367,0.0,1.0,0.8867667179422092,0.11718962718449893
AK-FS-041,55.1349,-133.2779,AK-FS,1.7645103151534358,0.375,0.625,0.503627578788359,0.4122067643329636
AK-FS-012,56.3424,-132.388,AK-FS,1.7199694026346486,0.0,1.0,0.6799923506586621,0.27640588999283017
